No.,Time,Source,Destination,Protocol,Length,Info,Label
1751,164.802632,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
1798,169.80254,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
1803,169.968981,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",1
1807,169.969211,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
1812,169.969415,172.24.10.211,172.24.10.1,DNP 3.0,165,Response,1
1859,175.002693,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
1860,175.0029,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
1913,180.002691,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
1915,180.151318,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",1
1920,180.151573,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
1924,180.151778,172.24.10.211,172.24.10.1,DNP 3.0,165,Response,1
1973,185.153012,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
1974,185.153224,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
2024,190.153021,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
2028,190.402957,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",1
2030,190.403096,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
2037,190.403346,172.24.10.211,172.24.10.1,DNP 3.0,165,Response,1
2084,195.402914,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
2085,195.403108,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
2136,200.393348,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",1
2141,200.39362,172.24.10.211,172.24.10.1,DNP 3.0,165,Response,1
2186,205.403093,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
2187,205.403289,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
