No.,Time,Source,Destination,Protocol,Length,Info,Label
437,31.320613,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
452,32.681931,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
457,32.689965,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
466,33.455035,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
471,33.463162,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
483,34.531196,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
488,34.53849,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
503,35.877669,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
508,35.885499,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
520,36.68169,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
525,36.688298,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
537,37.858869,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
542,37.86644,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
557,39.048718,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
562,39.055395,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
576,40.503129,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
581,40.510547,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
591,41.258446,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
596,41.265761,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
608,42.146923,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
613,42.15536,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
627,43.349367,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
632,43.35663,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
644,44.37142,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
649,44.378521,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
664,45.752831,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
669,45.761411,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
681,46.7934,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
686,46.800827,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
698,47.649329,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
703,47.656613,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
722,49.438419,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
727,49.445632,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
737,50.197552,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
742,50.204427,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
752,51.066816,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
757,51.074819,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
776,52.98906,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
781,52.998328,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
792,53.734613,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
797,53.741645,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
806,54.541726,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
811,54.549743,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
829,56.332967,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
834,56.340086,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
846,57.165613,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
851,57.172461,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
861,58.050925,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
866,58.059471,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
875,58.889352,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
880,58.897677,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
895,60.171047,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
902,60.177367,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
916,61.526263,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
921,61.532824,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
941,63.235753,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
946,63.243993,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
958,64.057306,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
963,64.06733,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
977,65.479508,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
982,65.487503,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1000,67.087419,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1005,67.095801,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1016,67.890216,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1021,67.898987,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1036,69.197922,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1041,69.20583,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1061,71.02032,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1066,71.030199,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1075,71.821778,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1082,71.830864,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1097,73.029355,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1102,73.039424,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1114,74.179317,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1119,74.1888,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1131,75.032779,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1136,75.042057,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1148,76.047458,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1153,76.057016,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1167,77.518509,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1172,77.528577,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1182,78.371583,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1187,78.380125,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1199,79.365825,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1204,79.37411,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1224,81.175777,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1229,81.185191,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1238,81.993289,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1243,82.003209,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1256,83.027148,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1261,83.034932,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1275,84.318539,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1280,84.328492,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1292,85.164289,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1297,85.174444,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1311,86.495695,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1316,86.502839,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1336,88.389697,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1341,88.39903,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1352,89.236776,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1357,89.24541,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1370,90.126283,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1375,90.130851,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1384,90.922737,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1389,90.932296,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1404,91.980983,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1409,91.98918,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1432,94.066456,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1437,94.076173,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1446,94.850826,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1451,94.859032,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1461,95.740733,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1466,95.750628,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1489,97.80188,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1494,97.811454,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1503,98.644118,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1508,98.651315,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1523,99.730316,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1528,99.740104,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1540,100.785169,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1545,100.79373,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1554,101.656998,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1559,101.665906,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1574,102.792122,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1579,102.800127,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1597,104.443108,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1602,104.452419,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1614,105.278513,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1619,105.288415,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1631,106.46579,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1636,106.474649,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1656,108.419865,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1661,108.429554,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1671,109.245421,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1676,109.254024,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1688,110.178149,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1693,110.187279,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1703,111.042736,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1708,111.052312,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1722,112.244264,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1727,112.254261,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1746,113.973926,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1751,113.983396,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1766,115.536172,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1771,115.544217,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1783,116.374922,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1788,116.384624,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1800,117.431446,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1805,117.441304,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1819,118.414377,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1824,118.424343,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1836,119.334899,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1841,119.339562,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1858,120.804359,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1863,120.812014,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1875,121.780809,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1880,121.790391,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1892,122.817312,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1897,122.825932,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1916,124.591182,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1921,124.599356,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1936,125.859581,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1941,125.869098,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1953,126.834044,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1958,126.843573,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1971,128.051308,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1976,128.061335,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1987,128.942404,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1992,128.952461,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2009,130.555869,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2014,130.563541,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2036,132.464093,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2041,132.472397,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2051,133.327919,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2056,133.33728,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2070,134.630932,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2075,134.637846,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2095,136.473623,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2100,136.483531,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2115,137.758347,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2120,137.767673,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2129,138.599444,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2134,138.609905,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2149,139.78706,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2154,139.796603,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2171,141.248282,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2176,141.257735,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2190,142.467045,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2195,142.474119,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2213,144.181322,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2218,144.189681,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2237,145.751142,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2242,145.760952,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2251,146.6833,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2256,146.692905,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2271,147.812947,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2276,147.822822,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2288,148.819782,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2293,148.829709,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2305,149.982137,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2310,149.990463,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2322,150.846677,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2327,150.856546,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2345,152.395846,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2350,152.406779,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2364,153.612429,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2369,153.620429,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2387,155.152212,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2392,155.161438,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2404,156.29922,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2409,156.30841,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2421,157.339218,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2426,157.348841,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2448,159.450817,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2453,159.460396,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2463,160.328066,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2468,160.337372,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2482,161.381807,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2487,161.391412,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2499,162.548379,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2504,162.556611,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2516,163.574344,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2521,163.584027,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2541,165.022085,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2546,165.030784,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2558,166.175072,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2563,166.18501,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2575,167.235117,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2580,167.242571,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2604,169.365914,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2609,169.37347,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2619,170.246993,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2624,170.2545,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2636,171.273115,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2641,171.280991,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2651,172.122782,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2656,172.132705,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2670,173.358632,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2675,173.367215,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2695,175.143867,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2700,175.15375,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2716,176.696634,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2721,176.706817,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2733,177.730989,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2738,177.739531,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2761,179.809915,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2766,179.819998,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2778,180.834337,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2783,180.844123,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2792,181.733508,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2797,181.742956,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2810,182.799572,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2815,182.806779,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2832,184.265936,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2837,184.275989,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2849,185.433315,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2854,185.443067,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2871,186.896138,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2876,186.904837,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2888,187.837353,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2893,187.8446,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2908,189.067107,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2913,189.075566,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2927,190.27114,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2932,190.280869,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2949,191.967143,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2954,191.976921,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2966,192.904618,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2971,192.912793,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2986,194.184818,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2991,194.192611,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3008,195.773461,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3013,195.783047,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3024,196.721791,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3029,196.730377,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3047,198.210526,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3052,198.21987,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3066,199.653493,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3071,199.661852,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3084,200.762438,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3089,200.771639,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3110,202.731498,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3115,202.74105,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3125,203.711449,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3130,203.718817,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3146,205.10833,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3151,205.115518,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3169,206.683844,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3174,206.69151,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3186,207.68976,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3191,207.697517,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3209,209.310641,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
