No.,Time,Source,Destination,Protocol,Length,Info,Label
620,53.407578,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
626,53.412226,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
678,58.451177,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
679,58.451338,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
733,63.501333,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
734,63.506276,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
736,63.510935,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
743,63.514891,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
795,68.550541,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
796,68.550727,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
853,73.601345,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
854,73.612366,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
857,73.61804,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
863,73.622123,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
915,78.651504,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
916,78.651662,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
970,83.70174,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
971,83.719148,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
974,83.725015,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
980,83.72949,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1032,88.751677,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1033,88.751895,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1089,93.801747,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1090,93.829739,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1093,93.83566,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1099,93.841433,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1151,98.851894,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1152,98.852078,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1206,103.902968,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1208,103.936168,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1211,103.942085,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1217,103.947858,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1269,108.952031,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1270,108.952189,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1326,114.002106,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1327,114.044039,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1330,114.049824,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1336,114.054906,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1388,119.102426,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1389,119.102616,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
