No.,Time,Source,Destination,Protocol,Length,Info,Label
13699,1175.619648,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
13700,1175.619838,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
13754,1180.670221,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
13756,1180.738466,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
13759,1180.744454,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
13765,1180.748801,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
13817,1185.770114,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
13818,1185.770276,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
13872,1190.820099,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
13876,1190.903485,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
13879,1190.909039,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
13885,1190.913043,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
13935,1195.920311,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
13936,1195.920469,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
13992,1200.875626,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
13997,1200.886329,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
14049,1205.920437,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14050,1205.920599,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14105,1210.970603,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14106,1210.989522,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
14109,1210.995201,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14115,1210.99919,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
14167,1216.020689,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14168,1216.020842,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14222,1221.071027,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14223,1221.090744,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
14226,1221.096621,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14232,1221.101154,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
14284,1226.120923,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14285,1226.121112,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14339,1231.170871,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14340,1231.20089,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
14343,1231.206757,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14349,1231.211777,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
14405,1236.221135,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14406,1236.221326,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14461,1241.271272,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14463,1241.334405,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
14466,1241.340391,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14472,1241.344764,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
14524,1246.371092,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14525,1246.371292,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14579,1251.421259,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14580,1251.464223,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
14583,1251.470181,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14590,1251.474617,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
14641,1256.521468,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14643,1256.521653,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14696,1261.569925,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14699,1261.582089,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
14704,1261.5846,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14708,1261.587746,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
14760,1266.62149,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14761,1266.621655,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14815,1271.671758,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14819,1271.746335,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
14821,1271.751196,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14828,1271.75561,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
14880,1276.771647,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
