No.,Time,Source,Destination,Protocol,Length,Info,Label
26331,2438.881972,172.24.10.211,172.24.10.1,DNP 3.0,211,Response,1
26338,2439.519915,172.24.10.1,172.24.10.211,DNP 3.0,69,Confirm,1
26388,2444.558762,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
26389,2444.558956,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
26435,2449.284568,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",1
26440,2449.284919,172.24.10.211,172.24.10.1,DNP 3.0,211,Response,1
26447,2449.639111,172.24.10.1,172.24.10.211,DNP 3.0,69,Confirm,1
26497,2454.658892,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
26498,2454.659081,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
26540,2458.926693,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",1
26545,2458.926945,172.24.10.211,172.24.10.1,DNP 3.0,211,Response,1
26551,2459.284309,172.24.10.1,172.24.10.211,DNP 3.0,69,Confirm,1
26605,2464.30913,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
26606,2464.309276,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
26653,2469.102088,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",1
26658,2469.102424,172.24.10.211,172.24.10.1,DNP 3.0,211,Response,1
26663,2469.541046,172.24.10.1,172.24.10.211,DNP 3.0,69,Confirm,1
26714,2474.559237,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
26715,2474.55938,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
26761,2479.147303,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",1
26766,2479.147561,172.24.10.211,172.24.10.1,DNP 3.0,211,Response,1
26773,2479.503571,172.24.10.1,172.24.10.211,DNP 3.0,69,Confirm,1
26823,2484.509444,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",1
26824,2484.509628,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",1
26870,2489.180333,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",1
