No.,Time,Source,Destination,Protocol,Length,Info,Label
1911,164.782043,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1912,164.782244,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1966,169.831728,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1970,170.10576,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1972,170.110861,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1979,170.11606,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2031,175.131987,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2032,175.132213,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2087,180.179519,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2088,180.181774,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2093,180.185247,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2097,180.189754,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2149,185.232006,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2150,185.232166,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2202,190.282114,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2209,190.595212,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2211,190.600205,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2218,190.606654,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2273,195.631979,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
